Area,Utility Group,Utility,Indicator Category,Indicator Sub Category,Indicator Code,Derived,Indicator Name,Unit,Footnote (2023-2024),2023-2024,2022-2023,2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003
Northern Territory,"Large—50,000–100,000 connected properties",Power and Water Corporation - Darwin,Finance,Costs,IF12,Report,Operating cost: wastewater,$ 000s,,19933.824,20410.735,19793.621,25660.05,22525.332,27075.268,29860.112,29896.835,33875.181,,32677.903,29198.193,34486.887,32243.82,24404.384,22796.714,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Revenue,F1,Report,Total revenue: water supply,$ 000s,,43320.0,33157.154,36785.114,27956.605,30908.741,29151.753,30775.827,31375.765,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Revenue,F2,Report,Total revenue: wastewater,$ 000s,,32778.0,28843.045,43967.484,25073.58,23916.365,23470.628,26398.441,86317.221,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Revenue,F3,Report,Total income for the utility,$ 000s,,76098.0,62194.022,80787.171,52933.502,54256.909,52622.381,57174.269,117692.986,42.094,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Revenue,F4,Report,Percentage of residential revenue from usage charges: water supply,%,,70.0,65,63,66.6,67,71.1,72.7,65.8,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Revenue,F5,Derived,Revenue per property: water supply,$/property,,1508.72,1228.04,1586.52,1221.94,1389.72,1294.33,1396.13,1407.81,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Revenue,F6,Derived,Revenue per property: wastewater,$/property,,1339.74,1311.05,1911.63,1168.35,918.59,1091.6,1255.91,4144.86,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Revenue,F7,Derived,Total income per property,$/property,,2650.3,2303.48,3484.31,2313.41,2439.7,2336.75,2593.51,5280.79,2.02,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Revenue from community service obligations (CSOs),F8,Derived,Community service obligations ratio,ratio,,0.0,0.0027,0.0026,0.004,0.004,0.0041,0.0039,0,,,,,,,,,,,,,,0
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Costs,F9,Report,Written-down replacement cost of fixed water supply assets,$ 000s,,183042.0,182988.017,174650.942,164919.507,130559.867,131601.535,132577.484,124592.05,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Costs,F10,Report,Written-down replacement cost of fixed wastewater assets,$ 000s,,245330.0,233236.96,228017.963,211010.63,219214.01,200996.19,198817.453,191325.673,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Costs,F11,Derived,Operating cost per property: water supply,$/property,,785.46,2926.36,836.87,947.03,1041.69,980.04,1071.79,1109.87,1037.81,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Costs,F12,Derived,Operating cost per property: wastewater,$/property,,486.92,544.9,743.41,632.52,423.78,515.81,589.17,576.68,498.05,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Capital Expenditure,F14,Report,Capital expenditure: water supply,$ 000s,,2713.0,2932.343,260.974,4939,2011.181,2048.852,3953.06,2284.36,1540.915,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Capital Expenditure,F15,Report,Capital expenditure: wastewater,$ 000s,,14067.0,424.116,249.822,213.169,13549.134,10055.927,10767.882,65070.689,8466.816,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Capital Expenditure,F16,Derived,Total capital expenditure: water supply and wastewater,$ 000s,,16780.0,3356,511,5152,15560,12105,14721,67355,10012,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Capital Expenditure,F28,Derived,Capital expenditure per property: water supply,$/property,,94.38,108.6,11.25,215.5,89.96,91.17,179.68,102.5,74.58,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Capital Expenditure,F29,Derived,Capital expenditure per property: wastewater,$/property,,575.0838,19.278,10.8618,10.4837,520.8474,467.8291,512.1176,3124.6269,427.2595,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Economic real rate of return,F17,Report,Economic real rate of return: water supply,ratio,,4.45,-27.3,7.7,2.2,4,3.5,4,3.21,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Economic real rate of return,F18,Report,Economic real rate of return: wastewater,ratio,,2.8,4.3,8.9,0,3.1,3.3,4.7,34,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Economic real rate of return,F19,Report,Economic real rate of return: water supply and wastewater,ratio,,3.51,-9.6,8.4,1,3.4,3.4,4.4,22.24,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Dividends,F20,Report,Dividends,$ 000s,,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Dividends,F21,Derived,Dividend payout ratio,ratio,,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Net debt to equity,F22,Report,Net debt to equity ratio,ratio,,-25.1,-22.6,-21.5,-22.4,-24,-23.4,-22.1,-20.2,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Interest cover,F23,Report,Interest cover ratio,ratio,,1.0,0,43.1,9.1,>1,>1,>1,>1,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Dividends,F24,Report,Net profit after tax (NPAT),$ 000s,,38329.0,-35331.923,32266.02,6676.969,13074.453,14086.455,14153.954,74072.656,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Net profit after tax,F30,Derived,Net profit after tax ratio,ratio,,0.0,-0.5681,0.3994,0.1,0.2,0.3,0.2476,0,,,,,,,,,,,,,,0
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Community service obligations (CSOs),F25,Report,Community service obligations ($),$ 000s,,,165.687,206.326,213.169,201.236,217.121,220.698,590.354,236.383,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Capital works grants,F26,Report,Capital works grants: water supply,$ 000s,,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Capital works grants,F27,Report,Capital works grants: wastewater,$ 000s,,,1424.489,0,0,355.123,0,0,0,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Costs,IF11,Report,Operating cost: water supply,$ 000s,,22553.0,79011.75,19403.554,21680.347,23161.136,22057.544,23615.936,24747.642,21605.677,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Queanbeyan-Palerang Regional Council,Finance,Costs,IF12,Report,Operating cost: wastewater,$ 000s,,11913.0,11987.803,17098.28,13572.932,11032.495,11095.947,12372.517,12009.666,9856.042,,,,,,,,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Revenue,F1,Report,Total revenue: water supply,$ 000s,,1143208.0,1128875.055,1127060.059,1184407.197,1210351.07,1152405.907,1076452.839,1062642.284,1000970.327,975526.396,895266.691,811899.341,919969.369,493389.141,437489.21,393210.794,64268.701,70121.472,74808.389,92618.228,87065.657,79234.332
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Revenue,F2,Report,Total revenue: wastewater,$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Revenue,F3,Report,Total income for the utility,$ 000s,,1176482.0,1157187.695,1149745.867,1210515.171,1237393.703,1185463.433,1113870.343,1094073.977,1034457.103,1012078.344,933362.757,897974.295,945990.982,502863.223,454035.657,457103.373,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Revenue,F4,Report,Percentage of residential revenue from usage charges: water supply,%,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Revenue,F5,Derived,Revenue per property: water supply,$/property,,,Not applicable,,,No data,,,,,,,,,,,,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Revenue,F5.1,Derived,Revenue per ML: water supply - bulk utility,$/ML,,29035.33,3183.98,3316.83,3298.88,3078.92,3051.69,3176.35,,,3316.76,3033.24,2883.94,3468.54,2043.87,1736.51,,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Revenue,F6,Derived,Revenue per property: wastewater,$/property,,,Not applicable,,,No data,,,,,,,,,,,,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Revenue,F6.1,Derived,Revenue per ML: wastewater - bulk utility,$/ML,,,Not applicable,,,No data,,,,,,,,,,,,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Revenue,F7,Derived,Total income per property,$/property,,,Not applicable,,,No data,,,,,,,,,,,,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Revenue,F7.1,Derived,Total income per ML: bulk utility,$/ML,,29880.43,3263.84,3383.74,3372.27,3147.58,3139.25,3287.31,,,3441.04,3162.29,3189.2,3567.14,2083.09,1801.87,,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Revenue from community service obligations (CSOs),F8,Derived,Community service obligations ratio,ratio,,0.0015,0.0015,0.0017,0.0015,0.0019,0.0021,0.0023,0,0.0027,0,0,0.002,0,0.0046,0.0066,,,,,,,0
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Costs,F9,Report,Written-down replacement cost of fixed water supply assets,$ 000s,,8338455.0,7188566.637,7799156.754,7985027.251,8323847.897,8442509.342,8427256.729,8589834.31,8477007.274,8807374.181,14045294.768,12721145.646,8459209.501,2661244.943,2774689.633,2982263.594,806563.134,656229.914,692426.899,691964.838,648213.356,652709.704
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Costs,F10,Report,Written-down replacement cost of fixed wastewater assets,$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Costs,F11,Derived,Operating cost per property: water supply,$/property,,,Not applicable,,,No data,,,,,,,,,,,,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Costs,F12,Derived,Operating cost per property: wastewater,$/property,,,Not applicable,,,No data,,,,,,,,,,,,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Capital Expenditure,F14,Report,Capital expenditure: water supply,$ 000s,,267972.0,181248.827,172721.516,146242.165,161582.247,168972.686,113508.42,133213.705,103312.097,111123.201,90868.23,117784.877,724012.373,167855.02,275830.93,2399782.73,6648.013,6268.413,28216.972,64657.313,20083.239,1478.292
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Capital Expenditure,F15,Report,Capital expenditure: wastewater,$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Capital Expenditure,F16,Derived,Total capital expenditure: water supply and wastewater,$ 000s,,267972.0,181249,172722,146242,161582,168973,113508,133214,103312,111123,90868,117785,724012,167855,275831,2399783,6648,6268,28217,64657.0,20083,1478
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Capital Expenditure,F28,Derived,Capital expenditure per property: water supply,$/property,,,Not applicable,,,No data,,,,,,,,,,,,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Capital Expenditure,F29,Derived,Capital expenditure per property: wastewater,$/property,,,Not applicable,,,No data,,,,,,,,,,,,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Economic real rate of return,F17,Report,Economic real rate of return: water supply,ratio,,4.5,7,0.04,0.04,0.04,0.04,0.03,4,3,0.03,2.14,0.02,-0.76,8.1,1.63,6,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Economic real rate of return,F18,Report,Economic real rate of return: wastewater,ratio,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Economic real rate of return,F19,Report,Economic real rate of return: water supply and wastewater,ratio,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Dividends,F20,Report,Dividends,$ 000s,,0.0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,22205.699,15066.952,12001.252,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Dividends,F21,Derived,Dividend payout ratio,ratio,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Net debt to equity,F22,Report,Net debt to equity ratio,ratio,,4.5,5.3,5.2,5.1,5.2,5.5,5,617,478,4.1,627,19,703,335,433.8,620,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Interest cover,F23,Report,Interest cover ratio,ratio,,1.4,1.2,0.96,1.05,1.13,0.92,0.8,73,0.5,0.58,0.28,-0.21,0.81,1.38,1.03,1.09,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Dividends,F24,Report,Net profit after tax (NPAT),$ 000s,,104091.0,60351.668,14857.693,14672.558,43914.537,-39524.365,-92304.314,131136.901,-247245.445,-207700.976,-12396.277,36825.765,-64275.56,14089.948,-9111.74,-158.146,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Net profit after tax,F30,Derived,Net profit after tax ratio,ratio,,0.0885,0.0522,0.0129,0.0121,0.0355,-0.0333,-0.0829,0,-0.2052,-0.0133,0.041,-0.0679,0.028,-0.0201,-0.0003,,,,,,,0
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Community service obligations (CSOs),F25,Report,Community service obligations ($),$ 000s,,1789.0,1779.83,1999.688,1866.103,2333.16,2487.891,2522.789,Not applicable,2668.476,2760.427,,0,1873.26,0,2093.042,3022.516,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Capital works grants,F26,Report,Capital works grants: water supply,$ 000s,,11382.0,11860.672,12694.059,13258.42,13473.375,13653.413,13878.386,14146.126,14387.773,0,14836.428,15239.079,15585.854,0,0,0,0,661.657,41861.555,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Capital works grants,F27,Report,Capital works grants: wastewater,$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Costs,IF11,Report,Operating cost: water supply,$ 000s,,359321.0,355000.066,354261.511,349209.447,347973.403,313565.476,311165.073,Not applicable,972.078,,300662.511,385885.285,,,,178684.614,,,,,,
Queensland,Bulk water authorities,Queensland Bulk Water Supply Authority,Finance,Costs,IF12,Report,Operating cost: wastewater,$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Revenue,F1,Report,Total revenue: water supply,$ 000s,,92545.21,87064.992,86511.253,89676.052,86547.079,80377.844,78735.778,80177.042,79137.921,75865.604,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Revenue,F2,Report,Total revenue: wastewater,$ 000s,,70975.23,64957.062,66307.501,63118.244,59614.534,58730.55,62910.494,71703.286,73505.503,65303.19,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Revenue,F3,Report,Total income for the utility,$ 000s,,163520.43,152022.065,152818.765,152794.297,146161.613,139107.194,141646.273,151880.328,152643.424,125420.007,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Revenue,F4,Report,Percentage of residential revenue from usage charges: water supply,%,,83.1,83.9,85,84.9,84,68.5,68,No data,No data,,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Revenue,F5,Derived,Revenue per property: water supply,$/property,,1412.97,1343.64,1354.68,1418.86,1240.56,1168.99,1151.72,1187.2,1187.4,1150.55,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Revenue,F6,Derived,Revenue per property: wastewater,$/property,,1258.2,1163.16,1202.92,1159.87,1083.13,1082.11,1173.55,1361.24,1456.68,1299.43,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Revenue,F7,Derived,Total income per property,$/property,,2496.61,2346.09,2392.99,2417.51,2095.23,2023.11,2071.94,2248.91,2290.29,1902.09,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Revenue from community service obligations (CSOs),F8,Derived,Community service obligations ratio,ratio,,0.0128,0.0036,0.0036,0.003,0.004,0.0036,0.0033,0,0.0042,,,,,,,,,,,,,0
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Costs,F9,Report,Written-down replacement cost of fixed water supply assets,$ 000s,,313749.33,312527.085,320708.844,333477.858,334984.179,345713.735,357125.436,368358.329,347252.096,316585.335,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Costs,F10,Report,Written-down replacement cost of fixed wastewater assets,$ 000s,,612453.48,611733.495,568420.544,585263.22,580902.272,604820.301,623150.115,635513.961,542857.496,506289.712,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Costs,F11,Derived,Operating cost per property: water supply,$/property,,951.86,920.51,904.99,939.66,803.76,821.44,755.61,741.46,702.11,672.81,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Costs,F12,Derived,Operating cost per property: wastewater,$/property,,444.15,407.86,409.24,434.13,439.17,417.4,395.46,359.3,405.06,431.88,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Capital Expenditure,F14,Report,Capital expenditure: water supply,$ 000s,,3020.86,3420.557,968.717,1154.817,807.313,821.7,1373.804,1749.766,1047.873,2169.639,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Capital Expenditure,F15,Report,Capital expenditure: wastewater,$ 000s,,9417.46,3549.73,2904.009,10234.459,3557.151,1942.091,5954.797,16687.136,22163.099,17617.265,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Capital Expenditure,F16,Derived,Total capital expenditure: water supply and wastewater,$ 000s,,12438.0,6970,3872,11389,4364,2764,7328,18436,23211,19787,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Capital Expenditure,F28,Derived,Capital expenditure per property: water supply,$/property,,46.12,52.79,15.17,18.28,11.58,11.95,20.09,25.91,15.73,32.9,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Capital Expenditure,F29,Derived,Capital expenditure per property: wastewater,$/property,,166.9466,63.564,52.6832,188.0664,64.6443,35.7831,111.0824,316.7942,439.2125,350.5505,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Economic real rate of return,F17,Report,Economic real rate of return: water supply,ratio,,7.1,6.2,6.4,6.6,6.6,4.5,5.2,5.9,6,12.4,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Economic real rate of return,F18,Report,Economic real rate of return: wastewater,ratio,,4.1,3.8,4.3,3.4,2.8,2.6,3.5,5.9,6.4,11.3,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Economic real rate of return,F19,Report,Economic real rate of return: water supply and wastewater,ratio,,5.1,4.6,5.1,4.6,4.2,3.3,4.1,5.9,6.2,11.7,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Dividends,F20,Report,Dividends,$ 000s,,6597.551,0,9847.889,18763.541,9249.776,5092.14,8495.56,106.301,4898.96,8807.992,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Dividends,F21,Derived,Dividend payout ratio,ratio,,0.75,0,0.796,0.8,0.8,0.8,0.8,0,0.9,,,,,,,,,,,,,0
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Net debt to equity,F22,Report,Net debt to equity ratio,ratio,,48.6,46.4,17.4,57,58.6,56.3,57.9,57.6,36.5,36.5,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Interest cover,F23,Report,Interest cover ratio,ratio,,5.1,2.8,1.7,2.5,2.4,2.4,2.2,2.4,1.9,1.9,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Dividends,F24,Report,Net profit after tax (NPAT),$ 000s,,8796.734,-15769.541,12364.323,23664.101,11920.303,6789.52,11327.414,-12440.102,-6531.95,10089.527,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Net profit after tax,F30,Derived,Net profit after tax ratio,ratio,,0.0538,-0.1037,0.0809,0.2,0.1,0.0488,0.08,0,0.0804,,,,,,,,,,,,,0
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Community service obligations (CSOs),F25,Report,Community service obligations ($),$ 000s,,2087.07,550.716,552.128,415.994,529.134,505.016,460.875,462.784,458.811,523.981,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Capital works grants,F26,Report,Capital works grants: water supply,$ 000s,,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Capital works grants,F27,Report,Capital works grants: wastewater,$ 000s,,0.0,0,0,0,0,0,711.826,3837.827,3092.335,0,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Costs,IF11,Report,Operating cost: water supply,$ 000s,,62343.96,59647.374,57793.715,59389.323,56073.956,56481.371,51656.493,50074.897,46794.316,44325.727,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Redland City Council,Finance,Costs,IF12,Report,Operating cost: wastewater,$ 000s,,25054.43,22777.003,22557.774,23624.822,24150.438,22653.726,21199.808,18925.982,20439.714,21722.112,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Revenue,F1,Report,Total revenue: water supply,$ 000s,,37640.0,28556.48,33934.471,33698.193,42669.238,42735.592,38951.418,37229.591,41461.865,39039.407,35530.78,33430.378,23810.125,18687.603,26825.322,26175.428,25407.847,28451.254,24468.442,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Revenue,F2,Report,Total revenue: wastewater,$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Revenue,F3,Report,Total income for the utility,$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,38941.664,37326.534,41509.9,38995.835,35487.765,33592.381,23779.999,18693.206,26809.433,26175.428,25407.847,28363.033,23084.844,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Revenue,F4,Report,Percentage of residential revenue from usage charges: water supply,%,,77.0,71,72,72.8,78,78,75.7,74.8,75.9,74.5,76.4,77.4,71.6,79.5,80.1,79.4,76.7,79.7,77.1,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Revenue,F5,Derived,Revenue per property: water supply,$/property,,1170.62,873.24,1027.05,1041.38,1337.63,1354.31,1249.81,1209.5,1307.65,1307.17,1201.83,1139.38,813.39,641.6,937.46,925.72,914.44,1042.9,919.7,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Revenue,F6,Derived,Revenue per property: wastewater,$/property,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Revenue,F7,Derived,Total income per property,$/property,,,Not applicable,0,Not applicable,Not applicable,Not applicable,1249.81,1212.65,1309.17,1305.88,1200.52,1144.74,812.02,909.16,937.39,925.72,914.44,1038.17,867.79,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Revenue from community service obligations (CSOs),F8,Derived,Community service obligations ratio,ratio,,,Not applicable,Not applicable,0.007,Not applicable,Not applicable,0.0063,0,0.0064,0.0083,0.0084,0.0116,0.0143,0.0103,0.0107,0.0112,0.0112,0.0136,,,,0
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Costs,F9,Report,Written-down replacement cost of fixed water supply assets,$ 000s,,,No data,0,377607.534,435235.463,427478.272,418230.567,413188.187,401148.602,260716.807,255047.861,256209.856,251896,259665.224,213631.89,213012.705,208013.32,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Costs,F10,Report,Written-down replacement cost of fixed wastewater assets,$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,,,,,,,,,,,,,
